IDpol,ClaimNb,Exposure,Area,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region,ClaimAmount
153152.0,1,1.0,B,7,11,38,62,B2,'Regular',75,R24,1128.12
153159.0,1,0.83,E,4,16,53,50,B6,'Regular',9307,R82,1128.12
153181.0,1,1.0,A,6,11,62,68,B1,'Diesel',16,R24,1128.12
153215.0,1,1.0,A,6,4,55,50,B1,'Diesel',21,R24,1128.12
153223.0,1,0.49,E,5,14,28,95,B1,'Diesel',3866,R24,346.44
153241.0,1,0.91,C,6,1,34,80,B1,'Diesel',354,R52,1128.12
153263.0,1,0.3,D,8,9,65,68,B12,'Regular',1329,R11,1128.12
153305.0,1,0.38,C,14,6,57,50,B3,'Regular',313,R93,1305.39
153309.0,1,0.82,B,7,7,35,54,B11,'Diesel',59,R24,75.32
153356.0,1,0.68,D,4,8,51,50,B1,'Regular',1329,R11,2116.51
153361.0,1,1.0,D,6,5,46,50,B4,'Regular',563,R52,77.11
153364.0,1,1.0,C,6,11,36,90,B2,'Diesel',133,R24,1128.12
153368.0,1,0.49,A,7,6,28,68,B1,'Regular',9,R24,866.15
153414.0,1,1.0,D,6,6,47,50,B2,'Diesel',983,R52,1128.12
153500.0,1,0.35,B,5,17,41,60,B1,'Regular',91,R24,1128.12
153506.0,1,0.5,D,8,25,36,68,B10,'Diesel',881,R54,1105.96
153549.0,1,0.14,D,8,11,59,50,B1,'Diesel',511,R24,284.11
153558.0,1,1.0,C,7,10,36,57,B1,'Regular',458,R93,277.22
153572.0,1,0.31,F,4,9,45,54,B4,'Regular',18229,R11,1535.89
153680.0,1,1.0,C,5,6,50,72,B2,'Diesel',473,R53,1128.12
153734.0,1,0.74,C,5,4,34,62,B2,'Regular',238,R52,1128.12
153753.0,1,0.5,E,6,13,34,60,B1,'Diesel',3021,R53,74.57
153865.0,1,0.72,A,7,17,26,68,B2,'Regular',26,R24,1428.12
153878.0,1,0.5,C,7,16,52,59,B1,'Regular',312,R11,1128.12
153933.0,1,1.0,C,5,17,33,63,B3,'Diesel',214,R24,1128.12
153935.0,1,0.67,C,5,12,35,60,B2,'Regular',213,R54,77.11
153943.0,1,0.96,D,5,2,45,50,B2,'Diesel',1329,R11,1215.64
153957.0,1,0.52,C,4,17,50,50,B5,'Regular',295,R52,1128.12
153965.0,1,0.41,E,6,7,39,76,B2,'Diesel',3866,R24,942.41
153985.0,1,0.32,C,11,0,47,50,B1,'Diesel',102,R54,1620.5
154021.0,1,1.0,C,4,4,48,50,B1,'Regular',170,R24,922.79
154093.0,1,1.0,E,6,2,26,61,B2,'Diesel',2252,R82,3406.45
154123.0,1,0.81,F,5,9,25,75,B5,'Regular',12374,R11,1128.12
154172.0,1,1.0,C,8,7,50,50,B2,'Diesel',163,R24,1128.12
154202.0,1,0.4,C,7,12,50,50,B2,'Diesel',358,R24,1827.2
154221.0,1,1.0,C,6,3,25,112,B1,'Diesel',153,R52,1128.12
154238.0,1,1.0,A,7,2,73,50,B1,'Regular',15,R24,12938.87
154273.0,1,1.0,B,5,7,43,65,B6,'Regular',60,R52,1128.12
154280.0,1,1.0,C,6,7,26,50,B14,'Regular',133,R24,902.28
154295.0,1,1.0,C,5,12,35,72,B1,'Regular',126,R24,1128.12
154320.0,1,0.54,A,6,4,26,95,B2,'Regular',21,R24,1128.12
154327.0,1,1.0,C,6,3,51,62,B3,'Diesel',177,R82,16.03
154374.0,1,1.0,E,7,2,55,53,B2,'Regular',3233,R82,1128.12
154410.0,1,0.76,C,4,1,52,62,B6,'Regular',240,R82,1128.12
154440.0,1,0.53,B,7,7,80,50,B5,'Regular',97,R72,1128.12
154441.0,1,0.59,C,5,10,44,67,B5,'Diesel',405,R24,976.24
154442.0,1,1.0,C,7,2,54,61,B12,'Regular',295,R24,564.06
154653.0,1,1.0,A,5,4,72,50,B2,'Diesel',49,R24,1128.12
154667.0,1,1.0,C,6,11,57,50,B1,'Diesel',285,R53,1128.12
154757.0,1,1.0,D,6,2,29,80,B2,'Diesel',1260,R54,1128.12
154767.0,1,0.22,D,5,11,31,80,B3,'Diesel',1313,R24,1128.12
154807.0,1,1.0,C,5,1,82,50,B3,'Regular',214,R24,5340.29
154820.0,1,0.24,E,5,1,43,80,B6,'Diesel',5449,R82,1006.89
154823.0,1,0.43,E,5,0,43,72,B3,'Diesel',5449,R82,251.01
154831.0,1,0.63,F,6,2,41,51,B2,'Regular',27000,R11,779.42
154838.0,2,0.81,E,4,8,26,85,B2,'Regular',2103,R25,1128.12
154838.0,2,0.81,E,4,8,26,85,B2,'Regular',2103,R25,682.77
154842.0,1,0.48,E,5,7,28,80,B1,'Regular',3021,R53,84.33
154844.0,1,1.0,C,11,7,42,50,B4,'Regular',122,R22,707.65
154850.0,1,0.96,E,4,8,26,112,B2,'Regular',3374,R42,671.67
154880.0,1,1.0,C,5,8,47,50,B4,'Diesel',187,R82,1128.12
154968.0,1,0.53,A,7,10,72,50,B2,'Diesel',41,R24,16451.223999999962
154978.0,1,0.72,C,8,0,29,64,B5,'Regular',432,R24,1307.3
154980.0,1,1.0,C,5,10,39,64,B4,'Diesel',126,R24,277.41
155003.0,1,0.4,C,7,17,42,50,B2,'Regular',102,R24,1128.12
155038.0,1,0.98,C,6,12,31,85,B1,'Diesel',298,R82,564.06
155084.0,1,0.84,C,4,7,26,90,B2,'Regular',153,R54,1128.12
155105.0,1,1.0,D,7,19,48,62,B1,'Regular',826,R54,1128.12
155153.0,1,1.0,D,6,11,54,60,B6,'Regular',1376,R11,1128.12
155156.0,1,0.06,B,6,10,30,57,B2,'Diesel',58,R54,1663.46
155157.0,1,0.77,B,6,5,30,57,B2,'Diesel',58,R54,261.53
155224.0,1,0.39,E,7,14,53,50,B2,'Regular',5449,R82,858.56
155251.0,1,1.0,B,7,4,71,50,B6,'Regular',96,R52,1128.12
155263.0,1,1.0,E,4,2,34,68,B3,'Diesel',2575,R52,1651.3
155307.0,1,0.92,C,7,10,51,50,B11,'Diesel',218,R24,1128.0
155331.0,1,0.1,C,6,4,26,100,B2,'Diesel',283,R72,1128.12
155354.0,1,0.83,C,7,4,31,76,B6,'Diesel',175,R24,1128.12
155355.0,1,1.0,C,5,7,35,60,B4,'Diesel',285,R53,499.16
155445.0,1,0.16,A,5,3,53,50,B1,'Diesel',26,R26,1128.12
155446.0,1,1.0,B,4,14,46,50,B2,'Regular',91,R24,1729.06
155666.0,1,1.0,A,4,9,25,64,B3,'Diesel',41,R52,284.56
155769.0,1,1.0,C,4,6,50,53,B2,'Regular',233,R25,1128.12
155794.0,1,0.98,D,6,9,35,50,B1,'Diesel',745,R82,985.74
155825.0,1,1.0,E,8,5,48,78,B2,'Diesel',9307,R82,1128.12
155866.0,1,1.0,F,5,3,61,50,B1,'Regular',27000,R11,69.29
155869.0,1,0.47,B,9,10,34,68,B10,'Diesel',94,R83,1128.0
155876.0,1,0.85,D,4,12,45,50,B1,'Regular',1443,R11,1435.5
155907.0,1,1.0,A,7,6,34,50,B1,'Diesel',22,R24,1008.15
155915.0,1,1.0,C,6,1,72,62,B1,'Diesel',115,R24,1128.12
155917.0,1,1.0,E,5,6,66,50,B2,'Diesel',4116,R24,727.63
155923.0,1,1.0,C,6,4,55,50,B2,'Regular',287,R53,70.12
156000.0,1,0.94,A,7,2,31,50,B2,'Regular',32,R26,102.14
156035.0,1,0.59,C,5,12,36,54,B2,'Diesel',377,R93,25.59
156045.0,2,1.0,C,7,17,54,50,B1,'Regular',405,R24,61.99
156045.0,2,1.0,C,7,17,54,50,B1,'Regular',405,R24,1128.12
156083.0,1,1.0,E,6,3,73,50,B2,'Diesel',2054,R93,825.57
156090.0,1,1.0,A,7,1,34,62,B1,'Diesel',11,R24,1128.12
156116.0,1,1.0,C,11,12,38,71,B3,'Regular',106,R24,1128.12
156237.0,1,1.0,D,6,11,35,50,B1,'Diesel',983,R52,4416.88
156252.0,1,0.95,E,7,4,45,62,B1,'Diesel',4116,R24,1128.12
156263.0,1,0.56,C,6,8,67,50,B2,'Diesel',451,R52,1252.2
156362.0,1,1.0,D,4,8,68,50,B2,'Regular',741,R24,229.59
156371.0,1,1.0,E,4,6,36,76,B2,'Regular',9307,R82,1128.12
156404.0,1,1.0,C,8,4,40,50,B1,'Diesel',249,R52,1128.12
156414.0,1,0.8,B,5,7,70,50,B2,'Diesel',54,R24,1102.47
156541.0,1,1.0,C,6,7,57,50,B1,'Diesel',405,R24,1128.12
156596.0,1,1.0,C,6,2,44,50,B6,'Diesel',165,R53,7019.06
156676.0,1,0.6,B,9,11,34,50,B1,'Regular',59,R25,2644.99
156681.0,1,1.0,E,6,12,39,50,B1,'Diesel',2472,R82,40.95
156705.0,1,1.0,D,7,6,37,59,B6,'Regular',1218,R91,110.39
156728.0,1,1.0,B,4,1,42,50,B3,'Diesel',57,R24,680.09
156765.0,1,0.68,C,4,2,35,70,B5,'Diesel',142,R52,683.2
156801.0,1,1.0,E,6,16,45,60,B3,'Regular',2767,R52,69.47
156831.0,1,0.66,D,4,10,46,95,B5,'Regular',731,R82,1278.12
156848.0,1,0.45,F,6,7,46,62,B1,'Regular',27000,R11,142.92
156870.0,1,0.1,E,7,9,35,76,B5,'Regular',6736,R11,666.29
156898.0,1,0.09,B,5,3,22,90,B5,'Regular',50,R24,6440.33
156904.0,1,0.77,E,7,2,40,100,B2,'Diesel',3946,R82,4177.1
156921.0,1,0.84,D,5,5,23,50,B5,'Diesel',770,R82,1128.12
156969.0,1,0.24,D,4,15,31,54,B5,'Diesel',678,R54,1128.12
156989.0,1,0.72,B,6,10,54,50,B4,'Regular',77,R24,1072.07
157009.0,1,1.0,A,5,3,43,77,B1,'Regular',45,R24,546.99
157018.0,1,0.58,E,5,6,36,95,B5,'Diesel',4579,R93,1128.12
157044.0,1,0.19,B,4,5,33,60,B2,'Diesel',79,R54,2514.59
157052.0,1,1.0,D,7,8,68,50,B2,'Regular',1127,R24,342.89
157105.0,1,0.45,C,4,2,33,51,B1,'Regular',120,R24,1128.12
157140.0,1,1.0,C,4,6,56,57,B4,'Diesel',355,R82,407.04
157150.0,1,1.0,E,7,3,41,50,B13,'Diesel',3021,R53,1128.12
157159.0,1,1.0,C,4,6,64,50,B2,'Regular',247,R53,1128.12
157178.0,1,0.75,C,7,13,33,76,B1,'Regular',448,R54,194.4
157231.0,1,0.69,C,5,4,26,68,B1,'Regular',115,R24,72.24
157253.0,1,0.56,D,5,5,24,72,B4,'Diesel',542,R82,72.93
157291.0,1,1.0,D,4,3,35,65,B6,'Regular',1329,R11,1128.12
157327.0,2,1.0,B,4,6,62,56,B2,'Regular',94,R53,348.27
157327.0,2,1.0,B,4,6,62,56,B2,'Regular',94,R53,159.53
157362.0,1,0.66,C,6,6,68,50,B5,'Regular',405,R24,14.77
157375.0,1,1.0,B,4,11,35,57,B1,'Diesel',56,R53,793.2
157390.0,1,1.0,E,10,4,57,50,B3,'Diesel',5449,R82,1128.12
157406.0,1,1.0,E,8,17,48,50,B11,'Regular',9307,R82,72.93
157419.0,1,0.03,B,7,14,25,72,B6,'Regular',87,R82,763.37
157462.0,1,0.74,D,5,6,25,95,B3,'Regular',821,R24,1281.84
157517.0,1,1.0,C,4,8,23,106,B2,'Regular',163,R24,1128.12
157584.0,1,0.52,D,9,11,43,57,B2,'Regular',754,R24,1085.27
157622.0,1,1.0,C,6,8,74,50,B10,'Diesel',393,R24,1128.12
157673.0,1,1.0,C,10,11,49,50,B3,'Regular',205,R52,71.29
157675.0,1,0.28,D,9,11,57,50,B1,'Regular',1054,R24,573.45
157719.0,1,1.0,A,7,6,50,50,B5,'Regular',40,R82,240.22
157756.0,1,0.99,B,7,12,29,72,B2,'Diesel',88,R24,1229.68
157795.0,1,0.68,C,6,11,32,55,B1,'Diesel',165,R53,1439.8
157803.0,1,0.29,A,7,8,27,72,B1,'Diesel',40,R24,731.16
157841.0,1,1.0,D,6,9,49,51,B1,'Diesel',1165,R53,66.54
157880.0,2,1.0,E,6,7,77,85,B2,'Regular',3866,R24,16451.223999999962
157880.0,2,1.0,E,6,7,77,85,B2,'Regular',3866,R24,1128.12
157915.0,1,1.0,A,7,10,46,50,B5,'Diesel',48,R24,1128.12
157989.0,1,0.29,E,6,16,45,100,B1,'Diesel',2767,R52,112.48
158001.0,1,1.0,E,4,11,26,90,B2,'Regular',2767,R52,1128.12
158043.0,1,1.0,D,6,11,46,50,B3,'Diesel',1199,R52,361.88
158058.0,1,1.0,B,6,6,25,64,B2,'Diesel',50,R24,292.44
158115.0,1,0.64,D,5,0,39,50,B1,'Diesel',1376,R11,276.96
158117.0,1,0.47,C,5,8,28,85,B1,'Regular',405,R24,1128.12
158293.0,1,0.07,D,5,3,28,95,B2,'Regular',1313,R24,1929.17
158309.0,1,0.75,A,6,3,46,50,B1,'Diesel',10,R24,16451.223999999962
158346.0,1,1.0,C,4,14,37,80,B6,'Regular',152,R82,807.45
158377.0,1,1.0,D,7,1,44,50,B1,'Regular',1974,R54,1128.12
158398.0,1,1.0,F,6,6,54,50,B12,'Regular',17140,R11,58.88
158437.0,1,0.66,A,7,9,26,100,B2,'Regular',26,R82,1128.12
158453.0,1,1.0,C,7,1,48,50,B1,'Regular',261,R53,1128.12
158455.0,1,0.38,F,7,8,36,85,B11,'Diesel',17140,R11,564.06
158544.0,1,1.0,C,6,14,79,50,B2,'Diesel',170,R24,364.62
158627.0,1,1.0,D,5,9,88,62,B2,'Diesel',521,R82,1128.12
158687.0,1,1.0,D,4,3,33,64,B2,'Regular',1313,R24,1128.12
158703.0,2,0.61,C,5,10,30,72,B5,'Diesel',133,R53,75.03
158703.0,2,0.61,C,5,10,30,72,B5,'Diesel',133,R53,688.49
158729.0,1,1.0,C,8,11,48,50,B4,'Regular',127,R82,241.73
158735.0,1,1.0,C,9,10,67,50,B13,'Regular',461,R53,1128.12
158764.0,1,1.0,D,6,5,57,50,B2,'Diesel',745,R82,2905.1
158780.0,1,1.0,C,6,8,76,50,B1,'Diesel',171,R91,5091.79
158869.0,1,0.63,A,7,10,33,50,B6,'Regular',49,R24,500.65
158901.0,1,0.8,E,7,4,54,72,B12,'Regular',5449,R82,1128.12
158938.0,1,0.53,A,6,6,57,61,B2,'Diesel',10,R24,1209.68
158967.0,1,0.36,E,6,14,48,50,B2,'Regular',2044,R24,2350.42
158989.0,1,1.0,C,5,5,71,50,B1,'Regular',182,R24,1046.62
159047.0,1,0.87,E,5,8,37,53,B1,'Regular',2472,R82,1302.58
159051.0,1,0.14,E,6,5,33,51,B2,'Diesel',3301,R73,6.91
159069.0,1,1.0,A,7,10,30,85,B1,'Regular',37,R52,208.02
159074.0,1,0.41,A,6,12,33,63,B2,'Diesel',38,R24,1128.12
159082.0,1,1.0,E,7,17,57,53,B2,'Diesel',3699,R82,986.88
159118.0,1,1.0,B,9,6,45,50,B11,'Regular',57,R24,1839.48
159189.0,1,0.29,A,7,18,40,50,B1,'Regular',33,R54,92.82
159193.0,1,1.0,A,7,8,50,50,B14,'Diesel',48,R25,16451.223999999962
159232.0,1,0.83,A,7,12,24,72,B1,'Regular',40,R24,1128.12
159236.0,1,0.66,C,4,11,31,90,B2,'Diesel',488,R11,1128.12
159249.0,1,0.91,D,4,11,44,67,B1,'Diesel',681,R82,2362.55
159260.0,1,1.0,C,7,16,41,78,B1,'Regular',476,R82,4021.58
159302.0,1,1.0,C,7,13,54,50,B1,'Regular',222,R24,13.84
159332.0,1,0.41,D,8,17,47,96,B11,'Regular',1408,R52,6412.67
159369.0,1,1.0,D,6,7,29,71,B2,'Diesel',1732,R82,1128.12
159432.0,1,1.0,D,5,11,53,55,B1,'Regular',1068,R25,3027.29
159499.0,1,1.0,D,6,12,40,72,B5,'Regular',1323,R82,165.46
159507.0,1,0.75,C,7,17,49,52,B2,'Diesel',149,R52,1128.12
159536.0,1,1.0,E,5,14,58,58,B1,'Diesel',3866,R24,1128.12
159606.0,1,0.77,F,8,0,60,50,B10,'Diesel',27000,R11,1561.17
159618.0,1,0.09,A,5,11,65,73,B3,'Diesel',11,R24,2256.25
159702.0,1,1.0,C,6,2,71,50,B2,'Diesel',107,R93,1128.12
159736.0,1,1.0,E,4,3,26,72,B1,'Regular',5449,R82,1128.12
159753.0,1,1.0,A,6,3,43,50,B12,'Diesel',34,R54,1128.12
159768.0,1,1.0,A,14,3,48,50,B1,'Regular',10,R24,75.31
159773.0,1,0.75,C,5,0,45,54,B1,'Diesel',204,R25,84.86
159787.0,1,0.21,D,12,10,44,50,B13,'Regular',564,R11,7509.92
159814.0,1,1.0,B,7,16,41,58,B1,'Diesel',99,R53,1128.12
159829.0,1,1.0,F,4,11,47,64,B1,'Regular',15703,R11,333.05
159984.0,2,0.79,F,6,5,45,108,B13,'Diesel',27000,R11,36.47
159984.0,2,0.79,F,6,5,45,108,B13,'Diesel',27000,R11,1128.12
160025.0,1,1.0,C,5,5,38,50,B1,'Regular',182,R24,70.2
160027.0,1,1.0,B,7,12,40,52,B2,'Diesel',68,R53,1128.12
160052.0,1,0.46,B,7,14,33,50,B11,'Regular',88,R24,233.62
160069.0,1,0.84,D,7,13,70,72,B2,'Regular',1350,R11,2734.32
160107.0,1,0.68,C,5,0,25,95,B2,'Diesel',298,R24,1128.12
160135.0,1,0.97,D,7,8,33,56,B11,'Regular',1943,R24,2978.66
160201.0,1,0.67,C,5,14,37,50,B3,'Regular',408,R24,89.18
160204.0,1,0.41,C,5,15,38,90,B4,'Regular',156,R82,1128.12
160224.0,1,0.89,B,5,6,80,50,B2,'Regular',66,R24,2075.38
160254.0,1,0.96,D,5,3,26,76,B2,'Diesel',564,R11,1128.12
160267.0,1,0.2,D,5,8,31,52,B4,'Diesel',987,R93,3042.85
160298.0,1,0.12,A,7,1,52,50,B4,'Diesel',13,R24,16451.223999999962
160304.0,1,0.58,E,5,7,43,85,B1,'Regular',3386,R53,1821.69
160346.0,1,0.26,A,6,15,40,50,B2,'Diesel',33,R54,1128.12
160461.0,1,1.0,D,4,5,27,76,B2,'Regular',1127,R24,629.45
160483.0,1,1.0,A,6,1,64,76,B1,'Regular',37,R24,1249.45
160529.0,1,0.26,E,11,10,53,76,B2,'Regular',2044,R24,1128.12
160579.0,1,0.84,D,7,9,34,57,B2,'Diesel',1381,R82,2418.91
160581.0,1,1.0,C,7,14,50,50,B1,'Regular',105,R24,1128.12
160598.0,1,0.3,D,10,4,33,71,B13,'Diesel',1313,R24,1128.12
160600.0,1,0.68,C,5,10,47,57,B3,'Regular',182,R24,1128.12
160604.0,1,1.0,D,7,1,63,50,B3,'Diesel',747,R53,1384.07
160619.0,1,0.65,D,6,8,53,76,B1,'Diesel',657,R54,1547.37
160707.0,1,1.0,E,8,2,57,100,B3,'Diesel',9307,R82,1128.12
160750.0,1,1.0,D,5,6,25,125,B2,'Regular',1054,R24,1128.12
160778.0,1,0.82,A,7,11,44,58,B2,'Diesel',12,R24,1898.55
160804.0,1,0.85,A,7,5,34,60,B1,'Diesel',20,R82,69.39
160809.0,1,0.98,B,4,0,37,85,B1,'Regular',73,R82,2633.56
160844.0,1,1.0,D,7,2,35,85,B1,'Regular',575,R53,292.14
160908.0,1,1.0,C,6,4,52,50,B5,'Regular',171,R25,3668.43
160958.0,1,0.64,D,5,12,28,106,B12,'Regular',657,R54,1128.12
160967.0,1,1.0,C,4,8,28,72,B3,'Regular',467,R24,460.12
160986.0,1,1.0,C,9,5,43,50,B2,'Regular',385,R82,1128.12
161011.0,1,1.0,E,5,8,69,55,B2,'Regular',2105,R82,1128.12
161026.0,1,1.0,A,5,4,44,52,B1,'Regular',34,R24,1128.12
161035.0,1,1.0,D,4,5,56,50,B13,'Regular',634,R53,27.11
161046.0,1,0.13,E,9,11,34,95,B12,'Regular',2715,R24,1128.12
161083.0,1,1.0,D,8,2,55,50,B2,'Diesel',1398,R24,706.06
161093.0,1,1.0,B,6,10,44,58,B1,'Diesel',56,R82,1388.42
161334.0,1,0.96,C,7,5,55,72,B2,'Diesel',186,R24,1128.12
161376.0,1,1.0,C,6,6,55,50,B1,'Diesel',229,R53,1128.12
161414.0,1,0.9,E,4,13,28,85,B1,'Regular',3386,R53,1128.12
161453.0,1,0.38,C,5,2,47,76,B2,'Regular',138,R82,2240.36
161465.0,1,0.15,C,7,10,68,71,B1,'Diesel',405,R24,1282.41
161563.0,1,0.5,D,9,1,33,57,B3,'Diesel',1541,R91,313.8
161581.0,1,0.03,F,5,11,27,82,B5,'Diesel',18229,R11,1128.12
161583.0,1,0.6,F,5,1,27,95,B1,'Diesel',18229,R11,1128.12
161627.0,1,1.0,C,9,9,68,50,B2,'Regular',131,R53,1128.12
161645.0,1,1.0,A,8,15,64,50,B5,'Regular',14,R24,1128.12
161687.0,1,1.0,C,10,3,46,50,B5,'Diesel',399,R24,2071.72
161692.0,1,1.0,E,4,5,52,95,B4,'Diesel',4579,R93,2301.85
161759.0,1,0.37,B,7,16,40,68,B5,'Regular',57,R26,1128.12
161844.0,1,1.0,B,10,6,67,50,B2,'Regular',57,R24,530.75
161852.0,1,0.33,E,10,13,47,57,B2,'Diesel',4116,R24,564.06
161864.0,1,0.87,C,8,20,47,118,B2,'Regular',192,R24,1128.12
161871.0,1,0.72,E,8,13,38,50,B2,'Diesel',3021,R53,72.37
161963.0,1,1.0,A,7,5,60,50,B1,'Diesel',37,R25,1440.38
162000.0,1,1.0,C,10,5,59,50,B10,'Regular',108,R91,1636.43
162115.0,1,1.0,C,5,3,57,62,B1,'Diesel',125,R53,1128.12
162126.0,1,1.0,C,4,1,72,55,B1,'Regular',399,R24,719.56
162171.0,1,0.37,E,7,4,45,50,B10,'Diesel',3386,R53,1627.59
162199.0,1,0.17,E,7,10,30,68,B2,'Diesel',2252,R82,1470.32
162209.0,1,0.91,E,7,9,62,50,B12,'Diesel',5449,R82,1167.66
162246.0,1,1.0,C,7,8,53,50,B2,'Diesel',125,R53,1128.12
162294.0,1,0.6,A,9,0,49,56,B6,'Diesel',29,R24,620.0
162311.0,1,1.0,A,6,5,49,50,B2,'Diesel',11,R24,1128.12
162326.0,1,0.59,A,6,10,30,76,B1,'Diesel',34,R24,1128.12
162394.0,1,1.0,D,6,4,50,83,B1,'Diesel',1314,R24,2188.88
162432.0,1,1.0,D,5,14,56,50,B2,'Diesel',1313,R24,217.52
162450.0,1,0.84,E,4,0,46,50,B12,'Regular',3021,R53,834.94
162465.0,1,1.0,E,7,4,47,50,B6,'Regular',8549,R82,207.11
162545.0,1,0.8,B,8,5,28,57,B1,'Regular',80,R25,53.97
162563.0,1,1.0,C,6,8,25,85,B1,'Diesel',490,R52,3684.17
162625.0,1,1.0,C,6,14,28,72,B5,'Regular',218,R11,29.75
162627.0,1,1.0,C,6,2,50,50,B2,'Diesel',336,R93,419.22
162636.0,1,1.0,B,6,7,48,50,B2,'Diesel',65,R53,1128.12
162678.0,1,0.7,C,6,1,61,50,B12,'Regular',229,R53,2805.11
162695.0,2,1.0,C,10,12,34,80,B1,'Regular',165,R82,1128.12
162695.0,2,1.0,C,10,12,34,80,B1,'Regular',165,R82,1128.12
162729.0,1,0.72,C,6,3,46,50,B1,'Regular',182,R24,79.06
162749.0,1,0.19,B,6,17,47,50,B1,'Regular',78,R24,1401.46
162766.0,1,1.0,C,4,6,51,57,B2,'Regular',451,R52,63.45
162775.0,1,1.0,C,7,11,43,50,B1,'Regular',283,R52,297.14
162806.0,1,1.0,C,5,7,38,50,B2,'Diesel',131,R24,2812.7
162869.0,1,0.84,E,7,0,39,70,B10,'Diesel',9307,R82,1128.0
162896.0,1,1.0,C,5,6,36,63,B5,'Regular',283,R25,1128.12
162911.0,1,0.49,E,4,5,26,72,B2,'Regular',4128,R52,1516.29
162912.0,1,0.21,E,5,11,26,72,B2,'Diesel',4128,R52,1128.12
163051.0,1,0.23,D,9,14,32,72,B1,'Regular',881,R54,1882.75
163208.0,1,0.63,C,6,4,44,50,B3,'Diesel',115,R11,1128.12
163278.0,1,0.15,B,7,4,24,100,B6,'Regular',93,R54,1128.12
163329.0,1,0.43,C,5,15,45,50,B2,'Diesel',131,R24,87.05
163343.0,1,1.0,C,10,9,62,118,B13,'Diesel',286,R24,1128.12
163371.0,1,1.0,E,4,7,28,75,B2,'Regular',6617,R11,1128.12
163410.0,1,1.0,D,5,9,40,50,B5,'Regular',798,R54,1128.12
163462.0,1,0.71,A,5,5,74,50,B1,'Regular',16,R52,1128.12
163473.0,1,1.0,B,5,5,36,90,B13,'Diesel',57,R82,6.75
163479.0,1,1.0,E,6,9,42,85,B1,'Diesel',5449,R82,2263.99
163516.0,1,1.0,C,7,9,48,50,B11,'Regular',142,R52,803.27
163648.0,1,0.32,C,10,18,46,62,B2,'Diesel',374,R82,510.24
163650.0,1,0.68,C,6,10,46,50,B1,'Diesel',205,R52,1128.12
163669.0,1,1.0,D,7,10,40,76,B1,'Regular',531,R82,1128.12
163692.0,1,0.36,D,7,3,53,50,B13,'Regular',522,R52,1502.96
163701.0,1,0.33,D,7,6,52,50,B11,'Diesel',983,R52,437.44
163772.0,1,1.0,A,7,12,33,80,B2,'Diesel',37,R24,1889.18
163821.0,1,1.0,C,7,3,61,50,B1,'Diesel',120,R82,2652.61
163824.0,1,0.91,C,7,10,61,58,B2,'Diesel',120,R82,242.71
163865.0,2,1.0,D,10,4,48,53,B2,'Regular',644,R53,1128.12
163865.0,2,1.0,D,10,4,48,53,B2,'Regular',644,R53,1128.12
163873.0,2,0.91,E,10,17,52,112,B2,'Diesel',2252,R82,1128.12
163873.0,2,0.91,E,10,17,52,112,B2,'Diesel',2252,R82,1128.12
163925.0,1,0.9,E,6,1,66,50,B1,'Regular',4579,R93,1843.94
163935.0,1,1.0,C,6,10,50,58,B1,'Regular',473,R53,1128.12
163958.0,1,1.0,C,7,9,30,112,B6,'Regular',258,R54,1128.12
163980.0,1,0.23,C,6,11,37,50,B1,'Diesel',124,R22,666.79
164077.0,1,1.0,C,5,1,34,60,B3,'Diesel',461,R53,1196.76
164109.0,1,1.0,D,6,4,54,50,B1,'Diesel',754,R24,6859.5
164137.0,1,0.52,B,6,1,51,50,B3,'Diesel',57,R24,16451.223999999962
164156.0,1,0.23,A,4,10,25,76,B6,'Regular',22,R24,1128.12
164160.0,1,1.0,A,6,7,43,50,B1,'Diesel',39,R24,316.8
164200.0,1,0.56,E,7,8,45,68,B6,'Regular',3341,R11,592.21
164278.0,1,1.0,D,9,9,31,85,B2,'Regular',1408,R52,737.49
164305.0,1,1.0,A,7,5,63,50,B1,'Regular',12,R72,1128.12
164320.0,1,0.6,E,6,6,56,72,B2,'Diesel',3021,R53,3072.45
164375.0,1,1.0,E,8,11,34,57,B3,'Regular',5449,R82,1640.63
164377.0,1,1.0,D,7,5,44,50,B4,'Regular',1557,R82,1355.44
164414.0,1,0.36,E,5,5,35,50,B6,'Diesel',8455,R82,4811.92
164441.0,1,0.95,A,7,11,24,139,B2,'Diesel',48,R24,1128.12
164473.0,1,1.0,D,6,4,34,60,B1,'Diesel',634,R53,362.54
164479.0,1,1.0,D,6,9,29,112,B3,'Regular',747,R53,1128.12
164488.0,1,1.0,B,5,4,50,50,B5,'Diesel',64,R24,206.29
164498.0,1,1.0,C,7,7,73,83,B2,'Diesel',287,R53,1128.12
164537.0,1,1.0,D,5,6,28,95,B5,'Diesel',1314,R24,1128.12
164551.0,2,0.62,D,6,0,34,51,B4,'Diesel',1974,R54,63.79
164551.0,2,0.62,D,6,0,34,51,B4,'Diesel',1974,R54,1496.74
164553.0,1,0.41,A,7,16,41,68,B1,'Regular',32,R24,1128.12
164644.0,1,0.87,C,6,11,41,52,B1,'Regular',376,R24,2268.94
164668.0,1,0.93,A,6,8,51,72,B1,'Diesel',16,R24,1128.12
164717.0,1,1.0,E,4,8,32,80,B2,'Diesel',3301,R73,68.03
